OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id
"670",-19.5730280318,-40.6676236187,45774.2290803,"189","159",BRA.ES,EspΓ­rito Santo,"0",BZL-ES,Espirito Santo,BZL,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"671",-20.5082090378,-29.3032673595,11.8035656785,"34","160",BRA.ES.TMZ,Trindade and Martin Vaz,"1",BZL-ES,Espirito Santo,BZL,"84","8",Southern America,BRA,Brazil,"2","2","5"
"672",-16.0058813628,-49.5921261465,342797.819437,"152","161",BRA.GO,GoiΓ‘s,"0",BZC-GO,GoiΒ s,BZC,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"673",-5.08983324895,-45.2900703011,325989.325077,"108","162",BRA.MA,MaranhΓ£o,"0",BZE-MA,Maranhao,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"674",-18.4517927053,-44.6734108883,586645.754749,"297","163",BRA.MG,Minas Gerais,"0",BZL-MG,Minas Gerais,BZL,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"675",-20.3358486856,-54.8366662189,355799.904467,"163","164",BRA.MS,Mato Grosso do Sul,"0",BZC-MS,Mato Grosso do Sul,BZC,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"676",-12.9642818584,-55.9226392906,903625.58118,"126","165",BRA.MT,Mato Grosso,"0",BZC-MT,Mato Grosso,BZC,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"677",-4.03779959136,-53.1259448945,1234357.82823,"126","166",BRA.PA,ParΓ‘,"0",BZN-PA,ParΒ ,BZN,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"678",-7.11898127088,-36.8232829003,56576.0394113,"146","167",BRA.PB,ParaΓ­ba,"0",BZE-PB,ParaΒ‘ba,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"679",-8.32952117879,-37.992896041,97564.3195016,"219","168",BRA.PE,Pernambuco,"0",BZE-PE,Pernambuco,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"681",-24.6326832759,-51.6295665807,198696.62778,"382","170",BRA.PR,ParanΓ‘,"0",BZS-PR,ParanΒ ,BZS,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"682",-22.1899567029,-42.6656364762,43919.3539903,"311","171",BRA.RJ,Rio de Janeiro,"0",BZL-RJ,Rio de Janeiro,BZL,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"683",-5.84216350387,-36.6816358299,52800.5246242,"111","172",BRA.RN,Rio Grande do Norte,"0",BZE-RN,Rio Grande do Norte,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"684",-10.9203466747,-62.8440691137,238433.198792,"61","173",BRA.RO,RondΓ΄nia,"0",BZN-RO,Rondβnia,BZN,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"685",2.06906081623,-61.401111931,224900.829702,"64","174",BRA.RR,Roraima,"0",BZN-RM,Roraima,BZN,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"686",-29.7356952269,-53.3199339291,272283.090074,"333","175",BRA.RS,Rio Grande do Sul,"0",BZS-RS,Rio Grande do Sul,BZS,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"687",-27.2482161183,-50.4861164979,95097.1047599,"334","176",BRA.SC,Santa Catarina,"0",BZS-SC,Santa Catarina,BZS,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"688",-10.5791622496,-37.4471280533,21396.1688921,"86","177",BRA.SE,Sergipe,"0",BZE-SE,Sergipe,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"689",-22.2595614085,-48.7222959088,247633.965766,"402","178",BRA.SP,SΓ£o Paulo,"0",BZL-SP,S?o Paulo,BZL,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"690",-10.1183255988,-48.3234784837,276461.720417,"58","179",BRA.TO,Tocantins,"0",BZN-TO,Tocantins,BZN,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"691",13.1722621606,-59.5563895583,434.639682616,"243","180",BRB,Barbados,"1",WIN-BA,Barbados,WIN,"81","8",Southern America,BRB,Barbados,"2","1","1"
"692",-22.1812383083,23.8066043719,578232.142599,"442","181",BWA,Botswana,"0",BOT-OO,Botswana,BOT,"27","2",Africa,BWA,Botswana,"3","2","100"
"693",6.57166284505,20.4921197173,617326.723429,"61","182",CAF,Central African Republic,"0",CAF-OO,Central African Republic,CAF,"23","2",Africa,CAF,Central African Republic (the),"1","2","139"
"694",55.2010174997,-114.470172787,654934.756346,"365","183",CAN.AB,Alberta,"0",ABT-OO,Alberta,ABT,"71","7",Northern America,CAN,Canada,"3","0","1997"
"695",55.028148276,-124.463583754,769353.692985,"1824","184",CAN.BC,British Columbia,"0",BRC-OO,British Columbia,BRC,"71","7",Northern America,CAN,Canada,"3","2","2331"
"696",54.2841035911,-61.9625121817,286972.234777,"131","185",CAN.LB,Labrador,"0",LAB-OO,Labrador,LAB,"72","7",Northern America,CAN,Canada,"3","0","1997"
"697",54.9263841395,-97.4301139356,650438.209112,"370","186",CAN.MB,Manitoba,"0",MAN-OO,Manitoba,MAN,"71","7",Northern America,CAN,Canada,"3","0","1997"
"698",46.6288911717,-66.3717869215,72787.3429183,"607","187",CAN.NB,New Brunswick,"0",NBR-OO,New Brunswick,NBR,"72","7",Northern America,CAN,Canada,"3","0","1997"
"700",45.1511900833,-63.303293454,55176.2096177,"684","189",CAN.NS,Nova Scotia,"0",NSC-OO,Nova Scotia,NSC,"72","7",Northern America,CAN,Canada,"3","0","1997"
"701",66.3582940816,-118.995577116,1352704.85638,"120","190",CAN.NT,Northwest Territories,"0",NWT-OO,Northwest Territories,NWT,"70","7",Northern America,CAN,Canada,"3","0","1997"
"702",68.7815267671,-92.4728539485,1740317.47616,"14","191",CAN.NU,Nunavut,"0",NUN-OO,Nunavut,NUN,"70","7",Northern America,CAN,Canada,"3","0","14"
"703",50.0670785941,-85.8289180897,1077573.08711,"1153","192",CAN.ON,Ontario,"0",ONT-OO,Ontario,ONT,"72","7",Northern America,CAN,Canada,"3","0","1997"
"704",46.396226687,-63.2446040328,5974.82960227,"423","193",CAN.PE,Prince Edward Island,"1",PEI-OO,Prince Edward I.,PEI,"72","7",Northern America,CAN,Canada,"3","0","1997"
"705",53.3810449242,-71.7561883499,1513005.96616,"907","194",CAN.QU,QuΓ©bec,"0",QUE-OO,Quβbec,QUE,"72","7",Northern America,CAN,Canada,"3","0","1997"
"706",43.9453784438,-59.9068226564,31.7877683019,"79","195",CAN.SI,Sable Island,"1",NSC-OO,Nova Scotia,NSC,"72","7",Northern America,CAN,Canada,"3","2","2373"
"707",54.4190196357,-105.890056292,651955.254697,"384","196",CAN.SK,Saskatchewan,"0",SAS-OO,Saskatchewan,SAS,"71","7",Northern America,CAN,Canada,"3","0","1997"
"708",63.7458924934,-135.35680717,464753.845753,"164","197",CAN.YT,Yukon,"0",YUK-OO,Yukon,YUK,"70","7",Northern America,CAN,Canada,"3","0","1997"
"709",-11.832575625,96.8241222648,3.35891405113,"12","199",CCK.NKI,Cocos (Keeling) North Keeling Island,"1",CKI-OO,Cocos (Keeling) Is.,CKI,"42","4",Asia-Tropical,CCK,Cocos (Keeling) Islands (the),"2","2","122"
"710",46.7989568804,8.21535369786,41435.7975873,"170","200",CHE,Switzerland,"0",SWI-OO,Switzerland,SWI,"11","1",Europe,CHE,Switzerland,"2","2","29"
"711",50.199003726,154.982814006,8.90383291263,"1","616",RUS.KI.ANT,"Antsiferova, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"1","2","19"
"712",-45.4350401812,-73.687389763,35661.1281684,"54","202",CHL.AI,AisΓ©n,"0",CLS-AI,Aisβn,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"714",-18.7524236219,-69.9015322335,7911.12473235,"85","204",CHL.AR,Arica,"0",CLN-TA,Tarapaca,CLN,"85","8",Southern America,CHL,Chile,"2","0","45"
"715",-33.7674839183,-80.7919702355,56.7227508973,"118","205",CHL.ASI,"Alejandro Selkirk Island, Juan Fernadez Islands","1",JNF-OO,Juan FernΒ ndez Is.,JNF,"85","8",Southern America,CHL,Chile,"3","1","82"
"716",-37.6857264949,-73.3258262043,5652.3292913,"97","206",CHL.AU,Arauco,"0",CLC-BI,BiobΒ‘o,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"717",-37.5124674451,-71.961765265,14348.8042583,"139","207",CHL.BI,BiobΓ­o,"0",CLC-BI,BiobΒ‘o,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"718",-34.2925788278,-70.6920975444,7095.60654264,"61","208",CHL.CA,Cachapoal,"0",CLC-OH,O'Higgins,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"719",15.3421245976,18.6671361273,1271745.01175,"199","725",TCD,Chad,"0",CHA-OO,Chad,CHA,"24","2",Africa,TCD,Chad,"2","2","2407"
"720",-34.3260468392,-71.7802760397,3300.92792897,"57","210",CHL.CC,Cardenal Caro,"0",CLC-OH,O'Higgins,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"721",-33.6788011173,-70.1501813203,5988.59813379,"46","211",CHL.CD,Cordillera,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"722",-42.6251647293,-73.8917319003,8464.40655998,"152","212",CHL.CE,ChiloΓ©,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"723",-31.7000279971,-71.0177271034,10239.461233,"92","213",CHL.CH,Choapa,"0",CLC-CO,Coquimbo,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"724",-45.0961073072,-71.8403359935,9891.52723662,"6","214",CHL.CI,Coihaique,"0",CLS-AI,Aisβn,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"725",-34.7086685099,-71.0675844917,5461.19172036,"100","215",CHL.CL,Colchagua,"0",CLC-OH,O'Higgins,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"726",-36.8923455532,-72.8870100827,3373.05599157,"232","216",CHL.CN,ConcepciΓ³n,"0",CLC-BI,BiobΒ‘o,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"727",-27.52940299,-69.9153407151,31235.1936134,"55","217",CHL.CO,CopiapΓ³,"0",CLN-AT,Atacama,CLN,"85","8",Southern America,CHL,Chile,"2","0","45"
"728",-47.9429070366,-73.7656283776,23032.379188,"3","218",CHL.CP,CapitΓ‘n Prat,"0",CLS-AI,Aisβn,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"729",-35.9409697779,-72.3696532767,2833.44651852,"81","219",CHL.CQ,Cauquenes,"0",CLC-MA,Maule,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"730",-38.9183118249,-72.438265311,18724.6745676,"252","221",CHL.CT,CautΓ­n,"0",CLC-LA,La Araucania,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"731",-35.0905160735,-71.1453239647,7318.24412979,"158","222",CHL.CU,CuricΓ³,"0",CLC-MA,Maule,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"732",-22.7605713011,-68.2226600408,42102.0729829,"45","223",CHL.EL,El Loa,"0",CLN-AN,Antofagasta,CLN,"85","8",Southern America,CHL,Chile,"2","0","45"
"733",-29.8384761322,-70.7437907339,16892.0624198,"86","224",CHL.EQ,Elqui,"0",CLC-CO,Coquimbo,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"734",-46.5711463115,-72.3266084432,7165.57280031,"6","225",CHL.GC,General Carrera,"0",CLS-AI,Aisβn,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"735",-28.7964948443,-70.5504660769,18174.4714386,"84","226",CHL.HU,Huasco,"0",CLN-AT,Atacama,CLN,"85","8",Southern America,CHL,Chile,"2","0","45"
"736",-20.2017560668,-69.4102145472,40112.3590385,"41","227",CHL.IE,Iquique,"0",CLN-TA,Tarapaca,CLN,"85","8",Southern America,CHL,Chile,"2","0","45"
"737",-32.7982845923,-70.3522733299,3227.46516207,"83","228",CHL.LA,Los Andes,"0",CLC-VA,ValparaΒ‘so,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"738",-41.3674802647,-72.817439244,14394.204024,"95","229",CHL.LL,Llanquihue,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"739",-30.7883896617,-70.9711297764,12429.1008452,"111","230",CHL.LM,LimarΓ­,"0",CLC-CO,Coquimbo,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"740",-36.0291119259,-71.4693719704,9339.6174763,"140","231",CHL.LN,Linares,"0",CLC-MA,Maule,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"741",-33.753900481,-71.1758508007,5147.9505893,"4","232",CHL.ME,Melipilla,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"742",-53.0572928211,-71.6345902136,34067.9235726,"241","233",CHL.MG,Magallanes,"0",CLS-MG,Magellanes,CLS,"85","8",Southern America,CHL,Chile,"1","2","2333"
"743",-33.788002758,-70.7003436946,870.613487984,"24","234",CHL.MI,Maipo,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"744",-38.2222432751,-71.9912864949,13939.5618989,"202","235",CHL.ML,Malleco,"0",CLC-LA,La Araucania,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"745",-36.641884331,-71.9700417242,12593.0193269,"207","236",CHL.NU,Γuble,"0",CLC-BI,BiobΒ‘o,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"746",-40.6974763695,-73.0470555399,9484.88484376,"129","237",CHL.OS,Osorno,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"747",-32.3201698266,-71.0258589671,4242.06314118,"78","238",CHL.PE,Petorca,"0",CLC-VA,ValparaΒ‘so,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"748",-42.9791935593,-72.4861003215,10411.1916743,"4","239",CHL.PL,Palena,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"749",-18.2991266524,-69.4171122315,9048.41115648,"9","240",CHL.PR,Parinacota,"0",CLN-TA,Tarapaca,CLN,"85","8",Southern America,CHL,Chile,"2","0","45"
"750",-32.8717519213,-71.2133941877,1725.21167573,"166","241",CHL.QU,Quillota,"0",CLC-VA,ValparaΒ‘so,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"751",-33.6478286206,-78.8489840684,52.7900702501,"191","242",CHL.RCI,"Robinso Crusoe Island, Juan Fernandez Islands","1",JNF-OO,Juan FernΒ ndez Is.,JNF,"85","8",Southern America,CHL,Chile,"3","1","82"
"752",-33.6558682711,-71.5721345462,1688.2454464,"130","243",CHL.SA,San Antonio,"0",CLC-VA,ValparaΒ‘so,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"753",-33.7064561671,-78.9423628718,2.65002626861,"25","244",CHL.SCI,"Santa Clara Island, Juan Fernadez Islands","1",JNF-OO,Juan FernΒ ndez Is.,JNF,"85","8",Southern America,CHL,Chile,"3","1","82"
"754",-32.6030736843,-70.7316627354,2793.56812028,"73","245",CHL.SF,San Felipe de Aconcagua,"0",CLC-VA,ValparaΒ‘so,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"755",-33.3038434915,-70.5044438972,1419.8974784,"294","246",CHL.SG,Santiago,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"756",-35.5379158429,-71.3960948428,11064.1856212,"151","247",CHL.TC,Talca,"0",CLC-MA,Maule,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"757",-33.6286794624,-70.8237109516,542.122803193,"9","248",CHL.TG,Talagante,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"758",-53.6260851396,-69.5162011145,21530.4078116,"65","249",CHL.TI,Tierra del Fuego,"1",CLS-MG,Magellanes,CLS,"85","8",Southern America,CHL,Chile,"1","2","2385"
"759",-22.0492379181,-69.6021954238,16505.5902776,"11","250",CHL.TO,Tocopilla,"0",CLN-AN,Antofagasta,CLN,"85","8",Southern America,CHL,Chile,"2","0","45"
"760",-50.8603943445,-73.903516441,37969.3198954,"90","251",CHL.UE,Γltima Esperanza,"0",CLS-MG,Magellanes,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"761",-39.9829532824,-72.5589872379,18158.1925237,"219","252",CHL.VD,Valdivia,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile,"2","0","45"
"762",-33.1691805849,-71.4286984897,2396.73674361,"241","253",CHL.VP,ValparaΓ­so,"0",CLC-VA,ValparaΒ‘so,CLC,"85","8",Southern America,CHL,Chile,"2","0","45"
"763",40.1753581687,116.405366514,16553.1397952,"192","254",CHN.11,Beijing,"0",CHN-BJ,Beijing,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"764",39.2850248956,117.308423211,11270.1697932,"113","255",CHN.12,Tianjin,"0",CHN-TJ,Tianjin,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"765",39.5357759585,116.113141532,186863.515301,"298","256",CHN.13,Hebei,"0",CHN-HB,Hebei,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"766",37.5687626092,112.284865721,156215.836535,"202","257",CHN.14,Shanxi,"0",CHN-SX,Shanxi,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"767",41.2980051349,122.612824065,146939.369636,"262","258",CHN.21,Liaoning,"0",CHM-LN,Liaoning,CHM,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"768",43.6729794989,126.187308637,191793.676515,"211","259",CHN.22,Jilin,"0",CHM-JL,Jilin,CHM,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"769",47.8663869952,127.752431832,451525.556903,"223","260",CHN.23,Heilongjiang,"0",CHM-HJ,Heilongjiang,CHM,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"770",31.1698604667,121.408999185,5820.52348656,"144","261",CHN.31,Shanghai,"0",CHS-SH,Shanghai,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"771",32.9775764574,119.439357446,99516.4820484,"387","262",CHN.32,Jiangsu,"0",CHS-JS,Jiangsu,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"772",29.1655106288,120.052583786,99600.4338172,"238","263",CHN.33,Zhejiang,"0",CHS-ZJ,Zhejiang,CHS,"36","3",Asia-Temperate,CHN,China,"2","2","113"
"773",31.8202704911,117.227259125,140130.397364,"319","264",CHN.34,Anhui,"0",CHS-AH,Anhui,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"774",26.073620813,117.966103492,120775.660701,"466","265",CHN.35,Fujian,"0",CHS-FJ,Fujian,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"775",27.6168098364,115.715408678,167600.840776,"338","266",CHN.36,Jiangxi,"0",CHS-JX,Jiangxi,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"776",36.3457786799,118.138965931,155421.422418,"279","267",CHN.37,Shandong,"0",CHN-SD,Shandong,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"777",33.8784287545,113.607010948,166002.329389,"270","268",CHN.41,Henan,"0",CHS-HE,Henan,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"812",-10.0173556381,-161.09226604,4.85807417668,"36","303",COK.RAK,"Rakahanga, Cook Islands","1",TOK-MA,Manihiki Is.,TOK,"60","6",Pacific,COK,Cook Islands (the),"2","2","2419"
"813",-13.2505952414,-163.126821694,1.81625090561,"8","304",COK.SUW,"Suwarrow, Cook Islands","1",TOK-MA,Manihiki Is.,TOK,"60","6",Pacific,COK,Cook Islands (the),"2","2","2419"
"814",-19.8125129963,-158.289025879,1.12133505592,"3","305",COK.TAK,"Takutea, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the),"2","2","2419"
"815",3.90941307586,-73.083842042,1135117.86432,"596","306",COL,Colombia,"0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"816",-11.8927559832,43.6759222334,1716.24581925,"3","307",COM,Comoros,"1",COM-CO,Comoros,COM,"29","2",Africa,COM,Comoros (the),"1","2","139"
"817",15.9361402422,-23.9672397663,3883.14270751,"84","308",CPV,Cape Verde,"1",CVI-OO,Cape Verde,CVI,"21","2",Africa,CPV,Cabo Verde,"1","2","139"
"818",9.96934862467,-84.1820871651,52681.8114277,"283","309",CRI,Costa Rica,"0",COS-OO,Costa Rica,COS,"80","8",Southern America,CRI,Costa Rica,"3","0","55"
"820",12.193377872,-68.9715439221,437.711431201,"47","311",CUW,Curacao,"1",NLA-CU,Curaβ‘ao,NLA,"81","8",Southern America,ANT,Netherlands Antilles,"2","1","130"
"821",-10.485344073,105.636553044,139.609934491,"176","312",CXR,Christmas Island,"1",XMS-OO,Christmas I.,XMS,"42","4",Asia-Tropical,CXR,Christmas Island,"2","2","32"
"822",19.4254361892,-80.8735849078,280.407433128,"239","313",CYM,Cayman Islands,"1",CAY-OO,Cayman Is.,CAY,"81","8",Southern America,CYM,Cayman Islands (the),"2","1","1"
"823",35.0799676754,33.2577488568,9927.83514642,"143","314",CYP,Cyprus,"1",CYP-OO,Cyprus,CYP,"34","3",Asia-Temperate,CYP,Cyprus,"2","2","29"
"824",49.7324482052,15.314103102,78758.8595334,"254","315",CZE,Czech Republic,"0",CZE-CZ,Czech Republic,CZE,"11","1",Europe,CZE,Czech Republic (the),"3","2","29"
"827",15.4345515847,-61.3499878056,754.214180857,"203","318",DMA,Dominica,"1",WIN-DO,Dominica,WIN,"81","8",Southern America,DMA,Dominica,"2","1","1"
"828",55.9647526718,10.0417114091,41293.816303,"436","319",DNK,Denmark,"0",DEN-OO,Denmark,DEN,"10","1",Europe,DNK,Denmark,"3","2","29"
"829",18.9096215387,-70.491078707,47120.0358092,"66","320",DOM,Dominican Republic,"1",DOM-OO,Dominican Republic,DOM,"81","8",Southern America,DOM,Dominican Republic (the),"2","1","64"
"830",28.1618015889,2.62661464336,2315003.17477,"227","321",DZA,Algeria,"0",ALG-OO,Algeria,ALG,"20","2",Africa,DZA,Algeria,"2","2","2401"
"833",26.5038646542,29.8669542549,997022.267569,"220","324",EGY,Egypt,"0",EGY-OO,Egypt,EGY,"20","2",Africa,EGY,Egypt,"1","2","139"
"834",15.3440753298,38.8373275806,119576.281235,"70","325",ERI,Eritrea,"0",ERI-OO,Eritrea,ERI,"24","2",Africa,ERI,Eritrea,"1","2","139"
"836",39.5596774142,2.89990332606,5099.94324327,"184","326",ESP.BAL,Balearic Islands,"1",BAL-OO,Baleares,BAL,"12","1",Europe,ESP,Spain,"2","2","2322"
"837",28.3366251493,-15.6740472089,7555.95992268,"409","327",ESP.CI,Canary Islands,"1",CNY-OO,Canary Is.,CNY,"21","2",Africa,ESP,Spain,"1","2","139"
"838",58.6741363008,25.5276165003,45932.1277875,"126","329",EST,Estonia,"0",BLT-ES,Estonia,BLT,"14","1",Europe,EST,Estonia,"3","2","29"
"839",8.61862318494,39.6277838185,1129403.89737,"697","330",ETH,Ethiopia,"0",ETH-OO,Ethiopia,ETH,"24","2",Africa,ETH,Ethiopia,"2","0","2410"
"840",64.5200155214,26.2893198185,332312.82244,"125","331",FIN,Finland,"0",FIN-OO,Finland,FIN,"10","1",Europe,FIN,Finland,"2","2","29"
"841",-18.3284020454,-178.692399733,1.44245649233,"1","332",FJI.AIW,"Aiwa, Lau Islands","1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji,"2","2","43"
"842",-18.2110926902,-178.789865465,62.1058478822,"32","333",FJI.LAK,"Lakeba, Lau Islands","1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji,"2","2","43"
"843",-18.1456888986,178.587081868,0.82385363357,"36","334",FJI.NAS,"Nasoata, Fiji Islands","1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji,"3","2","124"
"844",-17.9783223333,-179.05240823,19.3412394516,"17","335",FJI.NAY,"Nayau, Lau Islands","1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji,"2","2","43"
"845",-12.5031652792,177.080374967,47.2096760736,"246","336",FJI.ROT,Rotuma,"1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji,"2","2","83"
"847",-46.3417160894,51.5543811202,364.475038449,"59","337",FRA.CI,Crozet Islands,"1",CRZ-OO,Crozet Is.,CRZ,"90","9",Antarctic,ATF,French Southern Territories (the),"3","2","44"
"848",10.3028559667,-109.216859853,10.0972408009,"16","338",FRA.CLI,Clipperton Island,"1",CPI-CL,Clipperton I.,CPI,"80","8",Southern America,PYF,French Polynesia,"2","2","107"
"849",42.1517317134,9.10555865088,8739.2111855,"401","339",FRA.COR,Corsica,"1",COR-OO,Corse,COR,"12","1",Europe,FRA,France,"3","2","29"
"850",-49.2933720959,69.4939434286,8689.90896691,"69","341",FRA.KI,Kerguelen Islands,"1",KEG-OO,Kerguelen,KEG,"90","9",Antarctic,ATF,French Southern Territories (the),"3","2","44"
"851",62.0412317639,-6.92983192379,712.620443831,"28","342",FRO,Faroe Islands,"1",FOR-OO,F?royar,FOR,"10","1",Europe,FRO,Faroe Islands (the),"2","2","29"
"852",-0.59750677376,11.7930439195,261815.27254,"114","343",GAB,Gabon,"0",GAB-OO,Gabon,GAB,"23","2",Africa,GAB,Gabon,"1","2","3"
"853",-7.33932910265,72.4342634637,37.3177976465,"133","344",GBR.DG,Diego Garcia,"1",CGS-OO,Chagos Archipelago,CGS,"29","2",Africa,IOT,British Indian Ocean Territory (the),"2","1","137"
"854",52.5897936634,-1.46106775997,130795.511081,"1438","345",GBR.ENG,England,"1",GRB-OO,Great Britain,GRB,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),"3","2","106"
"855",54.6120213313,-6.69118577575,14084.640347,"391","346",GBR.NIR,Northern Ireland,"1",IRE-NI,Northern Ireland,IRE,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),"3","2","29"
"856",56.8396721539,-4.19064510204,79411.8398242,"904","347",GBR.SCO,Scotland,"1",GRB-OO,Great Britain,GRB,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),"3","2","106"
"857",52.3368436527,-3.76161340365,20951.4224374,"878","348",GBR.WAL,Wales,"1",GRB-OO,Great Britain,GRB,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),"3","2","106"
"858",42.1751328032,43.5298772026,69746.3024222,"149","349",GEO,Georgia,"0",TCS-GR,Georgia,TCS,"33","3",Asia-Temperate,GEO,Georgia,"2","2","67"
"859",7.93321638298,-1.21594794485,239300.805881,"507","350",GHA,Ghana,"0",GHA-OO,Ghana,GHA,"22","2",Africa,GHA,Ghana,"2","2","2417"
"860",10.4301856556,-10.927498327,244529.005807,"93","351",GIN,Guinea,"0",GUI-OO,Guinea,GUI,"22","2",Africa,GIN,Guinea,"1","2","139"
"861",15.9321136664,-61.2685686791,159.86040914,"31","352",GLP.MG,Maria Galante,"1",LEE-GU,Guadeloupe,LEE,"81","8",Southern America,GLP,Guadeloupe,"2","1","1"
"862",12.1560098586,-14.3473269758,15015.8709973,"27","353",GNB.EA,GNB_East,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau,"1","2","22"
